    iter     answer      error     mean x     mean y   variance x   variance y       sd x       sd y
     274   0.628800   0.368500  -0.011801   0.187888     2.815159     0.013610   1.677844   0.116661
     275   0.628800   0.368500  -0.015998   0.188571     2.809730     0.013688   1.676225   0.116995
     276   0.628800   0.368500  -0.026712   0.188437     2.831005     0.013643   1.682559   0.116804
     277   0.633600   0.363700  -0.024680   0.188437     2.821921     0.013594   1.679858   0.116593
     278   0.638400   0.358900  -0.027097   0.188078     2.813384     0.013581   1.677314   0.116536
     279   0.643200   0.354100  -0.024291   0.188195     2.805482     0.013536   1.674957   0.116343
     280   0.643200   0.354100  -0.033148   0.188535     2.817276     0.013520   1.678474   0.116274
     281   0.643200   0.354100  -0.023500   0.188485     2.833226     0.013472   1.683219   0.116070
     282   0.643200   0.354100  -0.031069   0.189022     2.839220     0.013505   1.684999   0.116211
     283   0.643200   0.354100  -0.023512   0.188558     2.845233     0.013518   1.686782   0.116266
     284   0.648000   0.349300  -0.019228   0.187922     2.840389     0.013584   1.685345   0.116551
     285   0.648000   0.349300  -0.008844   0.187383     2.860939     0.013619   1.691431   0.116699
     286   0.652800   0.344500  -0.007816   0.187684     2.851236     0.013597   1.688560   0.116605
     287   0.652800   0.344500  -0.017478   0.187136     2.867907     0.013635   1.693490   0.116770
     288   0.657600   0.339700  -0.016533   0.187275     2.858205     0.013593   1.690623   0.116591
     289   0.662400   0.334900  -0.014500   0.186711     2.849501     0.013638   1.688047   0.116781
     290   0.667200   0.330100  -0.015989   0.187252     2.840314     0.013675   1.685323   0.116941
     291   0.667200   0.330100  -0.022133   0.187099     2.841464     0.013635   1.685664   0.116769
     292   0.672000   0.325300  -0.019540   0.186586     2.833683     0.013665   1.683355   0.116895
     293   0.672000   0.325300  -0.014855   0.186840     2.830400     0.013637   1.682379   0.116776
     294   0.672000   0.325300  -0.024634   0.186613     2.848696     0.013605   1.687808   0.116642
     295   0.672000   0.325300  -0.022125   0.187149     2.840884     0.013643   1.685492   0.116805
     296   0.672000   0.325300  -0.031369   0.187006     2.856412     0.013603   1.690092   0.116633
     297   0.676800   0.320500  -0.024197   0.186472     2.861970     0.013642   1.691736   0.116797
     298   0.676800   0.320500  -0.021586   0.186993     2.854384     0.013676   1.689492   0.116945
     299   0.676800   0.320500  -0.027416   0.187369     2.854934     0.013672   1.689655   0.116929
     300   0.676800   0.320500  -0.017384   0.187607     2.875409     0.013644   1.695703   0.116806
